task_name,task_type,priority,duration_minutes,day_of_week,best_time_slot
Client Call,writing,high,21,Wednesday,Morning
Unit Testing,writing,low,26,Wednesday,Morning
Bug Fixing,testing,low,151,Sunday,Afternoon
Code Review,writing,low,64,Sunday,Morning
Sprint Planning,meeting,high,148,Saturday,Afternoon
Documentation,writing,high,25,Wednesday,Evening
Team Meeting,coding,medium,84,Friday,Evening
Database Backup,coding,medium,92,Monday,Morning
Product Demo,writing,medium,34,Wednesday,Afternoon
Documentation,testing,high,64,Friday,Evening
Design Mockup,review,medium,131,Sunday,Morning
Sprint Planning,planning,high,155,Saturday,Evening
Client Call,coding,low,63,Saturday,Morning
Team Meeting,writing,medium,65,Sunday,Afternoon
Code Review,planning,medium,154,Friday,Morning
Database Backup,coding,medium,119,Monday,Evening
Unit Testing,planning,low,63,Wednesday,Evening
Product Demo,review,low,111,Thursday,Afternoon
UI Testing,coding,medium,158,Tuesday,Afternoon
Bug Fixing,planning,high,90,Thursday,Evening
Documentation,coding,low,126,Monday,Evening
Design Mockup,writing,medium,62,Thursday,Afternoon
Product Demo,writing,low,75,Wednesday,Afternoon
UI Testing,planning,high,140,Friday,Evening
Database Backup,review,medium,116,Friday,Evening
Client Call,planning,medium,55,Tuesday,Afternoon
Daily Standup,planning,low,135,Sunday,Morning
Daily Standup,meeting,high,100,Tuesday,Morning
UI Testing,planning,medium,95,Wednesday,Afternoon
Product Demo,testing,low,87,Thursday,Morning
Code Review,coding,low,35,Wednesday,Morning
Team Meeting,coding,low,150,Sunday,Afternoon
Code Review,review,high,44,Saturday,Morning
UI Testing,testing,low,143,Tuesday,Afternoon
Team Meeting,planning,high,117,Thursday,Evening
Database Backup,review,high,54,Thursday,Evening
Database Backup,coding,medium,39,Thursday,Morning
Code Review,writing,high,51,Sunday,Afternoon
Database Backup,meeting,high,129,Tuesday,Morning
UI Testing,review,high,58,Saturday,Afternoon
Documentation,planning,high,138,Wednesday,Morning
UI Testing,planning,medium,53,Tuesday,Evening
Database Backup,testing,low,109,Wednesday,Morning
Design Mockup,meeting,low,109,Tuesday,Evening
UI Testing,testing,low,92,Sunday,Morning
Code Review,testing,high,93,Thursday,Morning
Documentation,review,low,89,Wednesday,Evening
Daily Standup,writing,low,105,Friday,Evening
Client Call,testing,medium,70,Thursday,Morning
Daily Standup,writing,low,172,Thursday,Afternoon
Documentation,coding,high,28,Thursday,Afternoon
Product Demo,coding,low,169,Saturday,Morning
Bug Fixing,coding,medium,43,Monday,Morning
Design Mockup,coding,low,131,Friday,Evening
Bug Fixing,review,low,136,Friday,Afternoon
Product Demo,planning,low,59,Monday,Afternoon
Bug Fixing,writing,high,111,Thursday,Evening
Code Review,testing,medium,105,Friday,Afternoon
Code Review,review,medium,147,Wednesday,Afternoon
Database Backup,writing,high,134,Wednesday,Afternoon
Documentation,testing,high,126,Saturday,Evening
Documentation,coding,high,160,Monday,Evening
Client Call,planning,high,139,Tuesday,Afternoon
Documentation,coding,medium,107,Friday,Morning
Database Backup,coding,medium,58,Friday,Evening
Database Backup,writing,low,93,Wednesday,Afternoon
Bug Fixing,review,high,82,Monday,Evening
Product Demo,testing,low,117,Sunday,Evening
Product Demo,coding,low,41,Tuesday,Evening
Bug Fixing,meeting,low,132,Sunday,Afternoon
Design Mockup,writing,medium,35,Saturday,Afternoon
Client Call,review,low,51,Wednesday,Morning
Documentation,testing,high,46,Wednesday,Evening
Documentation,coding,high,127,Wednesday,Morning
Database Backup,coding,low,159,Sunday,Evening
Daily Standup,review,medium,159,Monday,Morning
Documentation,coding,medium,142,Wednesday,Morning
Product Demo,writing,medium,134,Thursday,Afternoon
Bug Fixing,writing,high,71,Thursday,Evening
Product Demo,testing,low,170,Thursday,Evening
Sprint Planning,coding,high,137,Monday,Morning
Sprint Planning,meeting,low,26,Saturday,Morning
Database Backup,testing,low,169,Friday,Afternoon
Code Review,coding,high,66,Monday,Afternoon
UI Testing,review,low,69,Wednesday,Evening
Team Meeting,writing,high,64,Monday,Evening
Team Meeting,coding,low,105,Thursday,Afternoon
Daily Standup,testing,low,96,Saturday,Afternoon
Bug Fixing,meeting,high,63,Tuesday,Afternoon
UI Testing,coding,high,54,Monday,Afternoon
Product Demo,review,low,153,Wednesday,Afternoon
Database Backup,review,high,117,Sunday,Afternoon
Unit Testing,meeting,low,82,Friday,Evening
Product Demo,coding,high,164,Monday,Afternoon
Daily Standup,writing,low,156,Thursday,Afternoon
Daily Standup,planning,high,63,Sunday,Morning
Unit Testing,meeting,low,83,Friday,Afternoon
Bug Fixing,testing,medium,27,Tuesday,Morning
Daily Standup,testing,low,109,Wednesday,Afternoon
Client Call,meeting,low,106,Tuesday,Morning
Product Demo,review,medium,68,Friday,Morning
Bug Fixing,meeting,medium,47,Wednesday,Morning
Team Meeting,meeting,medium,43,Monday,Afternoon
Daily Standup,coding,low,133,Friday,Evening
Design Mockup,testing,low,157,Thursday,Evening
Unit Testing,review,medium,22,Sunday,Evening
Team Meeting,coding,high,165,Thursday,Morning
Sprint Planning,planning,medium,156,Saturday,Evening
Team Meeting,testing,low,57,Wednesday,Morning
Client Call,writing,high,100,Thursday,Afternoon
Code Review,coding,medium,85,Wednesday,Morning
Code Review,writing,low,68,Friday,Evening
UI Testing,review,low,52,Wednesday,Afternoon
Daily Standup,coding,low,108,Sunday,Evening
Team Meeting,coding,medium,116,Friday,Afternoon
Database Backup,coding,medium,89,Thursday,Evening
Sprint Planning,writing,low,85,Friday,Afternoon
UI Testing,review,high,176,Tuesday,Evening
Unit Testing,meeting,medium,117,Friday,Morning
Product Demo,meeting,medium,128,Tuesday,Morning
Documentation,testing,high,87,Sunday,Afternoon
Sprint Planning,writing,low,118,Saturday,Morning
Code Review,testing,medium,106,Friday,Afternoon
Sprint Planning,planning,medium,179,Wednesday,Morning
Bug Fixing,testing,medium,103,Thursday,Evening
Client Call,coding,medium,167,Friday,Afternoon
Database Backup,meeting,low,88,Thursday,Morning
Bug Fixing,planning,low,75,Friday,Morning
Code Review,meeting,low,158,Monday,Afternoon
Daily Standup,writing,low,107,Monday,Afternoon
Team Meeting,meeting,low,107,Saturday,Evening
Daily Standup,planning,low,146,Monday,Morning
Sprint Planning,writing,medium,102,Monday,Afternoon
UI Testing,testing,medium,93,Friday,Afternoon
Database Backup,planning,medium,45,Friday,Afternoon
Bug Fixing,planning,high,71,Friday,Afternoon
Bug Fixing,coding,medium,154,Tuesday,Afternoon
Bug Fixing,planning,medium,24,Saturday,Evening
Daily Standup,review,high,177,Monday,Morning
UI Testing,meeting,low,176,Monday,Afternoon
Database Backup,writing,low,84,Saturday,Evening
Sprint Planning,planning,low,74,Wednesday,Afternoon
Design Mockup,coding,low,88,Monday,Afternoon
Code Review,review,medium,160,Sunday,Afternoon
Team Meeting,review,medium,109,Saturday,Evening
Unit Testing,testing,medium,44,Wednesday,Afternoon
Documentation,testing,high,46,Wednesday,Morning
Design Mockup,meeting,medium,32,Wednesday,Afternoon
UI Testing,coding,high,47,Wednesday,Evening
Database Backup,writing,low,90,Tuesday,Morning
Design Mockup,testing,low,70,Sunday,Morning
UI Testing,meeting,low,137,Thursday,Afternoon
Daily Standup,review,high,22,Wednesday,Evening
Product Demo,review,low,136,Friday,Afternoon
UI Testing,review,low,127,Friday,Morning
UI Testing,review,high,69,Thursday,Morning
Unit Testing,testing,medium,112,Friday,Morning
Database Backup,planning,low,30,Wednesday,Morning
Unit Testing,review,medium,21,Sunday,Afternoon
Bug Fixing,planning,high,94,Sunday,Afternoon
Team Meeting,planning,medium,72,Saturday,Morning
Bug Fixing,testing,medium,167,Thursday,Evening
Design Mockup,testing,low,87,Monday,Evening
Database Backup,coding,high,166,Tuesday,Morning
Database Backup,writing,low,106,Wednesday,Evening
Bug Fixing,review,low,118,Monday,Evening
Documentation,planning,medium,152,Sunday,Evening
Product Demo,planning,low,81,Thursday,Afternoon
Database Backup,writing,high,85,Saturday,Afternoon
Code Review,writing,low,100,Wednesday,Morning
Code Review,review,low,164,Saturday,Evening
Code Review,coding,high,142,Tuesday,Afternoon
Daily Standup,meeting,low,92,Wednesday,Morning
Unit Testing,testing,low,59,Monday,Afternoon
Team Meeting,coding,medium,177,Monday,Evening
Documentation,writing,high,30,Sunday,Morning
Unit Testing,testing,high,43,Friday,Evening
Team Meeting,writing,low,48,Friday,Evening
Design Mockup,meeting,medium,110,Friday,Evening
Unit Testing,testing,high,144,Wednesday,Morning
Unit Testing,review,low,147,Wednesday,Afternoon
Bug Fixing,writing,high,37,Thursday,Morning
Product Demo,meeting,high,171,Monday,Evening
Product Demo,meeting,medium,55,Friday,Afternoon
Client Call,review,medium,156,Friday,Evening
UI Testing,review,high,65,Thursday,Afternoon
Unit Testing,writing,high,171,Friday,Evening
Code Review,planning,high,50,Saturday,Evening
Design Mockup,meeting,low,180,Wednesday,Afternoon
Daily Standup,meeting,high,148,Sunday,Evening
Product Demo,testing,medium,81,Friday,Morning
Code Review,review,low,62,Sunday,Afternoon
Client Call,planning,high,142,Monday,Morning
Documentation,meeting,low,113,Saturday,Evening
Documentation,writing,medium,124,Monday,Morning
Team Meeting,testing,high,98,Friday,Morning
Code Review,meeting,low,37,Saturday,Evening
Client Call,meeting,medium,20,Monday,Morning
Product Demo,coding,medium,134,Friday,Morning
Product Demo,coding,medium,179,Monday,Morning
Code Review,writing,low,50,Sunday,Morning
Bug Fixing,review,medium,21,Tuesday,Evening
Documentation,meeting,medium,72,Sunday,Evening
Daily Standup,writing,low,52,Thursday,Afternoon
Bug Fixing,testing,low,102,Friday,Morning
Design Mockup,testing,low,53,Thursday,Evening
Bug Fixing,writing,low,179,Friday,Afternoon
Bug Fixing,writing,low,43,Thursday,Afternoon
UI Testing,writing,high,42,Wednesday,Afternoon
Team Meeting,meeting,medium,81,Sunday,Morning
Product Demo,writing,medium,99,Friday,Afternoon
UI Testing,coding,high,61,Thursday,Afternoon
Bug Fixing,testing,medium,85,Sunday,Evening
Unit Testing,planning,high,37,Tuesday,Morning
Database Backup,meeting,medium,39,Saturday,Afternoon
Design Mockup,meeting,high,67,Tuesday,Afternoon
Database Backup,testing,high,50,Monday,Afternoon
Daily Standup,writing,high,129,Wednesday,Afternoon
Database Backup,planning,medium,51,Monday,Evening
Unit Testing,planning,low,34,Tuesday,Morning
Design Mockup,review,high,161,Thursday,Afternoon
Client Call,coding,high,87,Sunday,Morning
Documentation,writing,high,155,Thursday,Morning
Bug Fixing,writing,medium,85,Sunday,Evening
Design Mockup,planning,high,175,Monday,Afternoon
UI Testing,meeting,low,165,Saturday,Afternoon
Team Meeting,coding,medium,23,Friday,Evening
Design Mockup,review,high,156,Saturday,Evening
Client Call,testing,medium,111,Saturday,Evening
Product Demo,review,high,60,Thursday,Afternoon
Database Backup,coding,low,179,Friday,Morning
Documentation,review,medium,22,Friday,Evening
Documentation,testing,low,34,Monday,Morning
Product Demo,review,high,76,Thursday,Evening
UI Testing,writing,medium,54,Friday,Evening
Client Call,review,medium,59,Saturday,Afternoon
Product Demo,testing,low,78,Friday,Morning
Database Backup,testing,low,76,Wednesday,Afternoon
Unit Testing,meeting,high,152,Saturday,Morning
Team Meeting,meeting,medium,74,Monday,Afternoon
Documentation,writing,high,46,Friday,Morning
Documentation,testing,high,153,Sunday,Evening
Product Demo,meeting,high,58,Monday,Morning
Database Backup,planning,low,58,Monday,Afternoon
Design Mockup,coding,medium,165,Friday,Morning
Client Call,writing,high,126,Monday,Evening
Design Mockup,testing,low,46,Wednesday,Morning
Product Demo,review,medium,178,Sunday,Evening
Daily Standup,review,low,124,Tuesday,Afternoon
Daily Standup,meeting,high,124,Tuesday,Afternoon
Team Meeting,writing,low,73,Tuesday,Afternoon
Code Review,coding,medium,66,Tuesday,Afternoon
Documentation,meeting,high,82,Wednesday,Morning
Product Demo,writing,low,59,Saturday,Morning
Sprint Planning,coding,low,57,Thursday,Afternoon
Documentation,meeting,high,48,Saturday,Evening
Daily Standup,writing,high,123,Wednesday,Evening
Sprint Planning,coding,medium,163,Friday,Morning
Team Meeting,writing,high,156,Saturday,Morning
Daily Standup,coding,medium,169,Tuesday,Morning
Code Review,review,high,61,Sunday,Evening
Team Meeting,meeting,medium,119,Sunday,Morning
Client Call,coding,medium,149,Friday,Evening
Code Review,review,medium,90,Tuesday,Evening
Unit Testing,testing,low,145,Monday,Afternoon
Sprint Planning,planning,low,61,Friday,Afternoon
UI Testing,planning,low,173,Thursday,Afternoon
UI Testing,meeting,low,100,Thursday,Evening
Documentation,writing,high,20,Sunday,Morning
Team Meeting,testing,high,72,Saturday,Evening
Database Backup,testing,low,171,Friday,Morning
UI Testing,meeting,high,156,Sunday,Evening
Sprint Planning,planning,high,107,Monday,Afternoon
Bug Fixing,coding,medium,67,Wednesday,Evening
Client Call,writing,low,120,Saturday,Morning
UI Testing,testing,low,86,Sunday,Evening
UI Testing,review,medium,143,Monday,Evening
Bug Fixing,testing,low,101,Friday,Morning
Sprint Planning,writing,low,74,Saturday,Evening
Client Call,testing,medium,145,Friday,Afternoon
Sprint Planning,planning,medium,98,Friday,Afternoon
UI Testing,writing,medium,175,Wednesday,Morning
Bug Fixing,coding,high,170,Thursday,Afternoon
Design Mockup,meeting,high,84,Sunday,Afternoon
Daily Standup,testing,high,126,Tuesday,Morning
Bug Fixing,writing,medium,79,Saturday,Morning
Documentation,testing,low,47,Saturday,Evening
Sprint Planning,writing,high,62,Wednesday,Afternoon
Client Call,testing,high,110,Saturday,Afternoon
Sprint Planning,coding,medium,80,Friday,Afternoon
Team Meeting,planning,low,45,Saturday,Morning
UI Testing,planning,high,128,Wednesday,Morning
Team Meeting,planning,high,153,Sunday,Evening
Code Review,planning,high,103,Saturday,Evening
Code Review,coding,medium,125,Thursday,Morning
Documentation,writing,low,108,Tuesday,Morning
Database Backup,writing,medium,138,Sunday,Afternoon
Design Mockup,coding,high,137,Sunday,Afternoon
Code Review,meeting,medium,53,Saturday,Evening
Documentation,planning,high,28,Sunday,Morning
Product Demo,meeting,high,47,Saturday,Evening
UI Testing,writing,low,126,Friday,Morning
Client Call,coding,low,108,Wednesday,Evening
Code Review,meeting,high,83,Friday,Afternoon
Client Call,review,high,74,Monday,Evening
Bug Fixing,review,high,65,Saturday,Morning
Team Meeting,testing,medium,103,Thursday,Afternoon
Bug Fixing,coding,low,74,Tuesday,Afternoon
Team Meeting,meeting,low,112,Sunday,Afternoon
Daily Standup,planning,medium,53,Wednesday,Evening
Daily Standup,review,low,75,Friday,Morning
UI Testing,coding,low,148,Wednesday,Morning
Daily Standup,review,medium,94,Wednesday,Afternoon
Bug Fixing,writing,low,107,Saturday,Evening
Client Call,planning,high,161,Friday,Afternoon
Design Mockup,meeting,low,168,Sunday,Morning
Bug Fixing,coding,medium,52,Friday,Morning
Bug Fixing,writing,high,154,Tuesday,Afternoon
Unit Testing,writing,high,35,Friday,Afternoon
Product Demo,meeting,medium,134,Monday,Evening
Daily Standup,review,low,69,Friday,Afternoon
Client Call,writing,low,50,Tuesday,Morning
Client Call,testing,medium,82,Tuesday,Afternoon
UI Testing,meeting,medium,72,Friday,Morning
Unit Testing,writing,high,50,Saturday,Evening
Bug Fixing,review,medium,178,Monday,Evening
Unit Testing,planning,high,56,Saturday,Evening
Design Mockup,coding,low,163,Thursday,Afternoon
Bug Fixing,planning,high,180,Saturday,Evening
UI Testing,writing,low,54,Sunday,Afternoon
Bug Fixing,review,low,48,Wednesday,Afternoon
Team Meeting,writing,high,45,Wednesday,Evening
Sprint Planning,writing,high,36,Saturday,Morning
Product Demo,review,high,167,Friday,Evening
Client Call,review,high,115,Saturday,Morning
Bug Fixing,meeting,low,79,Sunday,Morning
Code Review,coding,low,148,Thursday,Afternoon
Bug Fixing,meeting,medium,68,Friday,Afternoon
Product Demo,meeting,medium,66,Wednesday,Morning
Database Backup,writing,medium,115,Wednesday,Morning
Design Mockup,coding,medium,130,Wednesday,Morning
Design Mockup,meeting,low,180,Saturday,Afternoon
Daily Standup,meeting,high,123,Tuesday,Evening
Design Mockup,meeting,medium,176,Monday,Evening
Database Backup,review,low,132,Tuesday,Evening
Design Mockup,planning,medium,85,Friday,Afternoon
Daily Standup,testing,medium,156,Monday,Evening
Design Mockup,planning,high,125,Thursday,Morning
Code Review,planning,medium,139,Wednesday,Morning
Sprint Planning,meeting,medium,101,Saturday,Evening
Sprint Planning,testing,medium,178,Tuesday,Morning
Daily Standup,review,medium,45,Sunday,Morning
Product Demo,review,high,150,Friday,Evening
Bug Fixing,writing,high,78,Wednesday,Afternoon
Daily Standup,writing,medium,42,Sunday,Evening
Sprint Planning,testing,low,75,Sunday,Afternoon
Client Call,review,medium,36,Monday,Afternoon
Code Review,meeting,medium,115,Saturday,Afternoon
Product Demo,testing,low,114,Friday,Evening
Documentation,review,high,91,Saturday,Evening
Code Review,review,high,71,Sunday,Evening
Unit Testing,meeting,low,94,Thursday,Afternoon
Database Backup,planning,medium,150,Sunday,Morning
Sprint Planning,writing,low,138,Saturday,Afternoon
Team Meeting,coding,low,177,Sunday,Afternoon
Sprint Planning,testing,low,61,Friday,Evening
Database Backup,planning,medium,32,Thursday,Afternoon
Product Demo,writing,medium,150,Friday,Morning
